Adams  (001),\
Barnes  (003),\
Benson  (005),\
Billings  (007),\
Bottineau  (009),\
Bowman  (011),\
Burke  (013),\
Burleigh  (015),\
Cass  (017),\
Cavalier  (019),\
Dickey  (021),\
Divide  (023),\
Dunn  (025),\
Eddy  (027),\
Emmons  (029),\
Foster  (031),\
Golden Valley  (033),\
Grand Forks  (035),\
Grant  (037),\
Griggs  (039),\
Hettinger  (041),\
Kidder  (043),\
LaMoure  (045),\
Logan  (047),\
McHenry  (049),\
McIntosh  (051),\
McKenzie  (053),\
McLean  (055),\
Mercer  (057),\
Morton  (059),\
Mountrail  (061),\
Nelson  (063),\
Oliver  (065),\
Pembina  (067),\
Pierce  (069),\
Ramsey  (071),\
Ransom  (073),\
Renville  (075),\
Richland  (077),\
Rolette  (079),\
Sargent  (081),\
Sheridan  (083),\
Sioux  (085),\
Slope  (087),\
Stark  (089),\
Steele  (091),\
Stutsman  (093),\
Towner  (095),\
Traill  (097),\
Walsh  (099),\
Ward  (101),\
Wells  (103),\
Williams  (105),\
